respondent_id,h1n1_vaccine,seasonal_vaccine
46579,0.48,0.73
46580,0.24,0.55
46581,0.18,0.58
46582,0.2,0.3
46583,0.14,0.54
46584,0.12,0.5
46585,0.13,0.13
46586,0.4,0.72
46587,0.47,0.82
46588,0.13,0.19
46589,0.09,0.29
46590,0.35,0.49
46591,0.23,0.42
46592,0.23,0.53
46593,0.26,0.21
46594,0.24,0.47
46595,0.18,0.22
46596,0.65,0.74
46597,0.64,0.72
46598,0.17,0.65
46599,0.07,0.41
46600,0.26,0.23
46601,0.14,0.34
46602,0.36,0.84
46603,0.19,0.54
46604,0.15,0.32
46605,0.39,0.4
46606,0.1,0.44
46607,0.31,0.3
46608,0.13,0.22
46609,0.06,0.57
46610,0.34,0.53
46611,0.16,0.27
46612,0.08,0.1
46613,0.14,0.66
46614,0.18,0.76
46615,0.39,0.59
46616,0.16,0.2
46617,0.24,0.6
46618,0.6,0.34
46619,0.16,0.32
46620,0.27,0.16
46621,0.11,0.13
46622,0.5,0.74
46623,0.23,0.54
46624,0.29,0.39
46625,0.22,0.13
46626,0.58,0.8
46627,0.43,0.42
46628,0.14,0.22
46629,0.21,0.43
46630,0.56,0.63
46631,0.14,0.51
46632,0.2,0.81
46633,0.17,0.21
46634,0.14,0.71
46635,0.75,0.8
46636,0.22,0.19
46637,0.26,0.3
46638,0.06,0.15
46639,0.17,0.39
46640,0.51,0.81
46641,0.2,0.78
46642,0.49,0.64
46643,0.24,0.38
46644,0.06,0.08
46645,0.54,0.82
46646,0.25,0.48
46647,0.31,0.46
46648,0.44,0.57
46649,0.15,0.35
46650,0.31,0.42
46651,0.08,0.07
46652,0.15,0.22
46653,0.27,0.31
46654,0.54,0.39
46655,0.13,0.13
46656,0.16,0.6
46657,0.1,0.35
46658,0.2,0.73
46659,0.17,0.21
46660,0.17,0.55
46661,0.19,0.34
46662,0.12,0.19
46663,0.41,0.3
46664,0.12,0.73
46665,0.28,0.64
46666,0.34,0.25
46667,0.28,0.73
46668,0.21,0.24
46669,0.06,0.24
46670,0.32,0.5
46671,0.53,0.78
46672,0.21,0.47
46673,0.12,0.63
46674,0.14,0.46
46675,0.06,0.16
46676,0.13,0.3
46677,0.11,0.39
46678,0.31,0.26
46679,0.87,0.87
46680,0.12,0.15
46681,0.3,0.37
46682,0.74,0.74
46683,0.11,0.19
46684,0.02,0.28
46685,0.42,0.43
46686,0.21,0.27
46687,0.26,0.31
46688,0.11,0.58
46689,0.13,0.19
46690,0.77,0.95
46691,0.14,0.27
46692,0.36,0.5
46693,0.15,0.33
46694,0.12,0.19
46695,0.17,0.28
46696,0.34,0.55
46697,0.32,0.18
46698,0.07,0.74
46699,0.19,0.84
46700,0.39,0.55
46701,0.13,0.76
46702,0.11,0.19
46703,0.54,0.72
46704,0.34,0.58
46705,0.66,0.91
46706,0.11,0.72
46707,0.3,0.35
46708,0.22,0.73
46709,0.31,0.22
46710,0.26,0.41
46711,0.41,0.68
46712,0.28,0.65
46713,0.14,0.2
46714,0.14,0.6
46715,0.66,0.85
46716,0.4,0.41
46717,0.39,0.53
46718,0.28,0.63
46719,0.14,0.45
46720,0.17,0.19
46721,0.11,0.65
46722,0.24,0.18
46723,0.05,0.53
46724,0.16,0.25
46725,0.37,0.51
46726,0.76,0.65
46727,0.18,0.16
46728,0.28,0.36
46729,0.23,0.56
46730,0.13,0.4
46731,0.14,0.34
46732,0.32,0.37
46733,0.12,0.22
46734,0.21,0.52
46735,0.1,0.14
46736,0.12,0.11
46737,0.07,0.11
46738,0.35,0.54
46739,0.68,0.74
46740,0.23,0.67
46741,0.33,0.5
46742,0.26,0.76
46743,0.49,0.79
46744,0.11,0.68
46745,0.52,0.5
46746,0.16,0.36
46747,0.47,0.33
46748,0.18,0.29
46749,0.09,0.09
46750,0.15,0.55
46751,0.38,0.33
46752,0.24,0.52
46753,0.25,0.32
46754,0.17,0.49
46755,0.37,0.5
46756,0.23,0.65
46757,0.66,0.88
46758,0.28,0.44
46759,0.23,0.3
46760,0.46,0.61
46761,0.08,0.17
46762,0.08,0.19
46763,0.37,0.57
46764,0.1,0.3
46765,0.38,0.26
46766,0.11,0.7
46767,0.38,0.71
46768,0.17,0.24
46769,0.13,0.35
46770,0.43,0.62
46771,0.19,0.52
46772,0.23,0.21
46773,0.11,0.1
46774,0.16,0.45
46775,0.08,0.45
46776,0.57,0.65
46777,0.56,0.64
46778,0.15,0.54
46779,0.49,0.43
46780,0.52,0.45
46781,0.52,0.74
46782,0.13,0.85
46783,0.21,0.25
46784,0.09,0.15
46785,0.19,0.14
46786,0.25,0.36
46787,0.25,0.44
46788,0.49,0.6
46789,0.23,0.68
46790,0.55,0.64
46791,0.12,0.18
46792,0.08,0.42
46793,0.09,0.59
46794,0.26,0.34
46795,0.43,0.66
46796,0.19,0.59
46797,0.1,0.57
46798,0.13,0.29
46799,0.53,0.54
46800,0.51,0.5
46801,0.41,0.66
46802,0.3,0.61
46803,0.58,0.77
46804,0.26,0.45
46805,0.11,0.38
46806,0.26,0.37
46807,0.56,0.74
46808,0.16,0.17
46809,0.59,0.46
46810,0.23,0.32
46811,0.24,0.72
46812,0.16,0.61
46813,0.12,0.26
46814,0.19,0.61
46815,0.3,0.52
46816,0.13,0.72
46817,0.2,0.29
46818,0.09,0.22
46819,0.24,0.2
46820,0.22,0.67
46821,0.09,0.15
46822,0.45,0.85
46823,0.05,0.08
46824,0.13,0.23
46825,0.16,0.44
46826,0.18,0.56
46827,0.18,0.5
46828,0.21,0.39
46829,0.19,0.42
46830,0.31,0.62
46831,0.17,0.74
46832,0.3,0.59
46833,0.11,0.31
46834,0.41,0.56
46835,0.55,0.79
46836,0.21,0.67
46837,0.22,0.44
46838,0.27,0.35
46839,0.21,0.87
46840,0.48,0.55
46841,0.05,0.09
46842,0.19,0.5
46843,0.12,0.25
46844,0.25,0.54
46845,0.22,0.51
46846,0.34,0.5
46847,0.43,0.78
46848,0.29,0.16
46849,0.22,0.2
46850,0.5,0.64
46851,0.53,0.81
46852,0.33,0.72
46853,0.2,0.21
46854,0.15,0.14
46855,0.12,0.71
46856,0.3,0.29
46857,0.24,0.43
46858,0.1,0.17
46859,0.11,0.25
46860,0.37,0.77
46861,0.22,0.41
46862,0.26,0.23
46863,0.22,0.39
46864,0.06,0.21
46865,0.33,0.33
46866,0.34,0.37
46867,0.23,0.35
46868,0.48,0.65
46869,0.11,0.61
46870,0.27,0.47
46871,0.2,0.58
46872,0.1,0.08
46873,0.25,0.45
46874,0.08,0.24
46875,0.52,0.58
46876,0.16,0.55
46877,0.11,0.11
46878,0.13,0.15
46879,0.46,0.93
46880,0.38,0.52
46881,0.32,0.34
46882,0.21,0.51
46883,0.14,0.27
46884,0.21,0.19
46885,0.06,0.18
46886,0.21,0.33
46887,0.22,0.24
46888,0.45,0.51
46889,0.16,0.72
46890,0.16,0.4
46891,0.18,0.34
46892,0.76,0.81
46893,0.11,0.31
46894,0.23,0.24
46895,0.43,0.76
46896,0.13,0.4
46897,0.55,0.46
46898,0.41,0.57
46899,0.17,0.62
46900,0.35,0.29
46901,0.11,0.16
46902,0.23,0.62
46903,0.78,0.74
46904,0.06,0.25
46905,0.15,0.41
46906,0.19,0.4
46907,0.1,0.21
46908,0.17,0.41
46909,0.11,0.83
46910,0.23,0.79
46911,0.18,0.24
46912,0.12,0.63
46913,0.19,0.58
46914,0.44,0.51
46915,0.46,0.26
46916,0.12,0.46
46917,0.34,0.48
46918,0.1,0.06
46919,0.19,0.75
46920,0.33,0.66
46921,0.24,0.26
46922,0.16,0.28
46923,0.11,0.17
46924,0.27,0.61
46925,0.19,0.34
46926,0.19,0.71
46927,0.15,0.11
46928,0.13,0.86
46929,0.15,0.75
46930,0.22,0.54
46931,0.12,0.79
46932,0.32,0.54
46933,0.31,0.71
46934,0.11,0.17
46935,0.19,0.53
46936,0.24,0.32
46937,0.13,0.29
46938,0.19,0.16
46939,0.33,0.74
46940,0.06,0.14
46941,0.2,0.77
46942,0.24,0.32
46943,0.39,0.66
46944,0.57,0.84
46945,0.12,0.15
46946,0.09,0.61
46947,0.49,0.65
46948,0.43,0.71
46949,0.11,0.42
46950,0.33,0.57
46951,0.1,0.24
46952,0.15,0.74
46953,0.49,0.38
46954,0.14,0.7
46955,0.06,0.05
46956,0.56,0.74
46957,0.47,0.74
46958,0.48,0.74
46959,0.05,0.24
46960,0.08,0.31
46961,0.14,0.6
46962,0.23,0.24
46963,0.38,0.65
46964,0.26,0.74
46965,0.17,0.57
46966,0.35,0.26
46967,0.27,0.33
46968,0.64,0.72
46969,0.15,0.23
46970,0.11,0.11
46971,0.25,0.35
46972,0.74,0.91
46973,0.37,0.38
46974,0.48,0.58
46975,0.12,0.81
46976,0.3,0.58
46977,0.21,0.64
46978,0.19,0.81
46979,0.07,0.14
46980,0.4,0.63
46981,0.18,0.43
46982,0.1,0.65
46983,0.08,0.1
46984,0.68,0.75
46985,0.57,0.58
46986,0.21,0.23
46987,0.24,0.4
46988,0.2,0.58
46989,0.27,0.62
46990,0.23,0.66
46991,0.4,0.78
46992,0.7,0.78
46993,0.22,0.33
46994,0.18,0.32
46995,0.14,0.29
46996,0.29,0.3
46997,0.17,0.22
46998,0.14,0.32
46999,0.13,0.58
47000,0.23,0.67
47001,0.13,0.39
47002,0.27,0.63
47003,0.03,0.16
47004,0.15,0.43
47005,0.1,0.26
47006,0.19,0.18
47007,0.08,0.12
47008,0.24,0.38
47009,0.21,0.76
47010,0.1,0.5
47011,0.14,0.7
47012,0.14,0.47
47013,0.4,0.48
47014,0.45,0.6
47015,0.29,0.64
47016,0.4,0.85
47017,0.2,0.49
47018,0.35,0.68
47019,0.18,0.78
47020,0.2,0.2
47021,0.32,0.31
47022,0.15,0.48
47023,0.07,0.1
47024,0.18,0.18
47025,0.33,0.74
47026,0.15,0.75
47027,0.09,0.62
47028,0.14,0.23
47029,0.6,0.75
47030,0.2,0.74
47031,0.24,0.56
47032,0.21,0.77
47033,0.19,0.15
47034,0.27,0.42
47035,0.25,0.4
47036,0.09,0.2
47037,0.37,0.75
47038,0.1,0.2
47039,0.04,0.3
47040,0.34,0.76
47041,0.44,0.62
47042,0.11,0.17
47043,0.35,0.47
47044,0.08,0.16
47045,0.13,0.32
47046,0.17,0.17
47047,0.13,0.75
47048,0.34,0.65
47049,0.24,0.58
47050,0.35,0.54
47051,0.13,0.24
47052,0.65,0.73
47053,0.11,0.51
47054,0.15,0.23
47055,0.34,0.75
47056,0.13,0.24
47057,0.72,0.6
47058,0.37,0.38
47059,0.08,0.15
47060,0.34,0.69
47061,0.24,0.48
47062,0.26,0.77
47063,0.24,0.51
47064,0.23,0.27
47065,0.27,0.38
47066,0.62,0.61
47067,0.1,0.14
47068,0.53,0.8
47069,0.17,0.32
47070,0.31,0.55
47071,0.72,0.88
47072,0.16,0.18
47073,0.26,0.23
47074,0.58,0.59
47075,0.62,0.66
47076,0.24,0.33
47077,0.23,0.24
47078,0.38,0.29
47079,0.14,0.06
47080,0.21,0.69
47081,0.05,0.07
47082,0.75,0.79
47083,0.09,0.22
47084,0.13,0.3
47085,0.76,0.8
47086,0.64,0.72
47087,0.13,0.65
47088,0.3,0.47
47089,0.21,0.39
47090,0.26,0.5
47091,0.22,0.17
47092,0.1,0.18
47093,0.21,0.56
47094,0.49,0.72
47095,0.53,0.81
47096,0.24,0.32
47097,0.2,0.2
47098,0.32,0.19
47099,0.13,0.19
47100,0.4,0.4
47101,0.14,0.85
47102,0.16,0.21
47103,0.29,0.35
47104,0.15,0.24
47105,0.07,0.05
47106,0.13,0.18
47107,0.17,0.44
47108,0.1,0.23
47109,0.2,0.33
47110,0.41,0.61
47111,0.14,0.64
47112,0.39,0.44
47113,0.19,0.42
47114,0.12,0.17
47115,0.16,0.64
47116,0.25,0.18
47117,0.2,0.78
47118,0.11,0.59
47119,0.25,0.22
47120,0.14,0.2
47121,0.47,0.75
47122,0.13,0.7
47123,0.13,0.23
47124,0.25,0.45
47125,0.53,0.58
47126,0.21,0.35
47127,0.09,0.34
47128,0.42,0.81
47129,0.19,0.26
47130,0.18,0.21
47131,0.25,0.45
47132,0.37,0.82
47133,0.17,0.14
47134,0.22,0.53
47135,0.4,0.65
47136,0.46,0.7
47137,0.14,0.88
47138,0.55,0.69
47139,0.12,0.7
47140,0.11,0.33
47141,0.1,0.89
47142,0.25,0.74
47143,0.24,0.23
47144,0.04,0.23
47145,0.22,0.23
47146,0.29,0.29
47147,0.05,0.34
47148,0.22,0.37
47149,0.22,0.54
47150,0.74,0.85
47151,0.38,0.84
47152,0.17,0.33
47153,0.07,0.23
47154,0.33,0.29
47155,0.18,0.62
47156,0.52,0.76
47157,0.15,0.23
47158,0.32,0.29
47159,0.7,0.83
47160,0.15,0.26
47161,0.12,0.35
47162,0.45,0.66
47163,0.29,0.28
47164,0.14,0.83
47165,0.12,0.16
47166,0.4,0.46
47167,0.37,0.22
47168,0.22,0.31
47169,0.18,0.32
47170,0.22,0.19
47171,0.35,0.46
47172,0.32,0.82
47173,0.15,0.3
47174,0.11,0.2
47175,0.11,0.11
47176,0.25,0.29
47177,0.16,0.17
47178,0.32,0.58
47179,0.14,0.61
47180,0.32,0.54
47181,0.17,0.22
47182,0.1,0.23
47183,0.07,0.14
47184,0.23,0.48
47185,0.58,0.81
47186,0.33,0.77
47187,0.11,0.27
47188,0.18,0.5
47189,0.25,0.35
47190,0.08,0.79
47191,0.16,0.85
47192,0.08,0.29
47193,0.15,0.24
47194,0.53,0.65
47195,0.29,0.52
47196,0.36,0.72
47197,0.11,0.24
47198,0.6,0.83
47199,0.21,0.5
47200,0.11,0.15
47201,0.15,0.63
47202,0.42,0.6
47203,0.12,0.57
47204,0.5,0.27
47205,0.16,0.08
47206,0.37,0.44
47207,0.57,0.76
47208,0.33,0.48
47209,0.63,0.68
47210,0.25,0.27
47211,0.21,0.58
47212,0.21,0.64
47213,0.06,0.26
47214,0.25,0.47
47215,0.53,0.66
47216,0.1,0.41
47217,0.48,0.79
47218,0.18,0.73
47219,0.07,0.09
47220,0.12,0.3
47221,0.5,0.88
47222,0.61,0.76
47223,0.5,0.72
47224,0.32,0.5
47225,0.42,0.53
47226,0.06,0.22
47227,0.18,0.26
47228,0.38,0.57
47229,0.25,0.25
47230,0.39,0.85
47231,0.56,0.62
47232,0.53,0.21
47233,0.42,0.62
47234,0.17,0.26
47235,0.14,0.19
47236,0.23,0.53
47237,0.37,0.56
47238,0.35,0.4
47239,0.48,0.9
47240,0.49,0.42
47241,0.46,0.46
47242,0.4,0.75
47243,0.14,0.17
47244,0.44,0.55
47245,0.43,0.32
47246,0.16,0.36
47247,0.14,0.08
47248,0.1,0.16
47249,0.17,0.31
47250,0.29,0.39
47251,0.39,0.65
47252,0.47,0.6
47253,0.13,0.77
47254,0.25,0.28
47255,0.46,0.79
47256,0.1,0.47
47257,0.14,0.53
47258,0.31,0.8
47259,0.09,0.13
47260,0.41,0.3
47261,0.08,0.08
47262,0.06,0.22
47263,0.26,0.63
47264,0.24,0.56
47265,0.11,0.42
47266,0.15,0.59
47267,0.1,0.11
47268,0.06,0.08
47269,0.17,0.4
47270,0.08,0.23
47271,0.26,0.19
47272,0.21,0.59
47273,0.35,0.92
47274,0.13,0.66
47275,0.28,0.32
47276,0.59,0.7
47277,0.48,0.58
47278,0.06,0.11
47279,0.42,0.85
47280,0.09,0.12
47281,0.39,0.46
47282,0.28,0.84
47283,0.11,0.28
47284,0.12,0.12
47285,0.27,0.36
47286,0.11,0.56
47287,0.12,0.2
47288,0.54,0.8
47289,0.71,0.83
47290,0.52,0.9
47291,0.21,0.35
47292,0.56,0.82
47293,0.35,0.66
47294,0.36,0.28
47295,0.14,0.26
47296,0.2,0.83
47297,0.29,0.18
47298,0.25,0.71
47299,0.2,0.69
47300,0.1,0.29
47301,0.18,0.86
47302,0.23,0.38
47303,0.09,0.56
47304,0.56,0.78
47305,0.14,0.29
47306,0.2,0.32
47307,0.31,0.46
47308,0.21,0.41
47309,0.26,0.27
47310,0.34,0.51
47311,0.18,0.3
47312,0.55,0.78
47313,0.07,0.19
47314,0.22,0.54
47315,0.23,0.42
47316,0.22,0.23
47317,0.11,0.24
47318,0.07,0.29
47319,0.65,0.65
47320,0.13,0.81
47321,0.12,0.29
47322,0.24,0.52
47323,0.14,0.38
47324,0.1,0.19
47325,0.07,0.11
47326,0.56,0.74
47327,0.1,0.09
47328,0.1,0.88
47329,0.21,0.6
47330,0.34,0.42
47331,0.14,0.16
47332,0.23,0.74
47333,0.15,0.33
47334,0.11,0.2
47335,0.16,0.49
47336,0.45,0.56
47337,0.18,0.25
47338,0.5,0.64
47339,0.19,0.17
47340,0.42,0.55
47341,0.11,0.63
47342,0.65,0.88
47343,0.1,0.42
47344,0.2,0.41
47345,0.08,0.27
47346,0.35,0.5
47347,0.38,0.62
47348,0.17,0.42
47349,0.13,0.31
47350,0.16,0.54
47351,0.15,0.22
47352,0.24,0.36
47353,0.11,0.37
47354,0.82,0.79
47355,0.25,0.78
47356,0.54,0.76
47357,0.21,0.2
47358,0.58,0.69
47359,0.21,0.45
47360,0.09,0.51
47361,0.24,0.19
47362,0.11,0.21
47363,0.18,0.47
47364,0.54,0.68
47365,0.27,0.8
47366,0.09,0.35
47367,0.63,0.6
47368,0.33,0.57
47369,0.2,0.15
47370,0.23,0.73
47371,0.19,0.2
47372,0.24,0.38
47373,0.43,0.63
47374,0.12,0.2
47375,0.06,0.58
47376,0.15,0.34
47377,0.26,0.34
47378,0.37,0.78
47379,0.21,0.59
47380,0.15,0.38
47381,0.14,0.36
47382,0.14,0.15
47383,0.57,0.5
47384,0.2,0.21
47385,0.12,0.38
47386,0.45,0.51
47387,0.18,0.68
47388,0.18,0.32
47389,0.26,0.74
47390,0.07,0.19
47391,0.53,0.89
47392,0.17,0.46
47393,0.24,0.4
47394,0.14,0.32
47395,0.49,0.47
47396,0.56,0.42
47397,0.39,0.57
47398,0.22,0.52
47399,0.42,0.82
47400,0.29,0.57
47401,0.14,0.11
47402,0.12,0.8
47403,0.15,0.41
47404,0.07,0.17
47405,0.07,0.23
47406,0.07,0.11
47407,0.54,0.49
47408,0.28,0.53
47409,0.51,0.57
47410,0.27,0.69
47411,0.25,0.6
47412,0.18,0.76
47413,0.13,0.23
47414,0.19,0.66
47415,0.27,0.67
47416,0.09,0.61
47417,0.13,0.37
47418,0.17,0.19
47419,0.76,0.89
47420,0.07,0.22
47421,0.13,0.41
47422,0.23,0.34
47423,0.59,0.37
47424,0.51,0.52
47425,0.21,0.24
47426,0.15,0.12
47427,0.49,0.57
47428,0.76,0.74
47429,0.09,0.33
47430,0.17,0.11
47431,0.15,0.25
47432,0.25,0.36
47433,0.42,0.85
47434,0.1,0.57
47435,0.27,0.31
47436,0.16,0.34
47437,0.43,0.7
47438,0.2,0.17
47439,0.15,0.86
47440,0.13,0.15
47441,0.19,0.3
47442,0.2,0.69
47443,0.46,0.58
47444,0.05,0.12
47445,0.15,0.27
47446,0.14,0.25
47447,0.17,0.35
47448,0.11,0.24
47449,0.25,0.62
47450,0.19,0.72
47451,0.16,0.56
47452,0.21,0.66
47453,0.73,0.87
47454,0.38,0.75
47455,0.2,0.53
47456,0.17,0.64
47457,0.34,0.47
47458,0.08,0.27
47459,0.55,0.63
47460,0.14,0.4
47461,0.24,0.68
47462,0.13,0.21
47463,0.22,0.33
47464,0.15,0.23
47465,0.38,0.65
47466,0.2,0.2
47467,0.55,0.42
47468,0.46,0.7
47469,0.14,0.69
47470,0.32,0.4
47471,0.71,0.57
47472,0.28,0.53
47473,0.06,0.26
47474,0.24,0.52
47475,0.06,0.11
47476,0.49,0.62
47477,0.54,0.59
47478,0.09,0.78
47479,0.31,0.34
47480,0.28,0.39
47481,0.19,0.23
47482,0.23,0.52
47483,0.73,0.78
47484,0.11,0.6
47485,0.26,0.31
47486,0.15,0.4
47487,0.4,0.76
47488,0.29,0.37
47489,0.23,0.58
47490,0.08,0.12
47491,0.26,0.5
47492,0.63,0.86
47493,0.14,0.18
47494,0.33,0.83
47495,0.08,0.13
47496,0.17,0.11
47497,0.19,0.85
47498,0.17,0.2
47499,0.6,0.85
47500,0.14,0.42
47501,0.35,0.45
47502,0.09,0.17
47503,0.25,0.41
47504,0.38,0.61
47505,0.25,0.49
47506,0.15,0.16
47507,0.09,0.14
47508,0.29,0.49
47509,0.08,0.34
47510,0.2,0.36
47511,0.38,0.65
47512,0.45,0.74
47513,0.1,0.19
47514,0.09,0.17
47515,0.29,0.55
47516,0.43,0.54
47517,0.16,0.34
47518,0.27,0.26
47519,0.67,0.82
47520,0.34,0.74
47521,0.09,0.32
47522,0.41,0.47
47523,0.24,0.59
47524,0.4,0.69
47525,0.19,0.22
47526,0.11,0.27
47527,0.62,0.6
47528,0.11,0.82
47529,0.16,0.27
47530,0.15,0.62
47531,0.21,0.55
47532,0.16,0.24
47533,0.17,0.59
47534,0.15,0.54
47535,0.5,0.67
47536,0.39,0.31
47537,0.17,0.33
47538,0.61,0.37
47539,0.84,0.87
47540,0.15,0.52
47541,0.08,0.07
47542,0.63,0.83
47543,0.09,0.2
47544,0.12,0.18
47545,0.26,0.73
47546,0.22,0.65
47547,0.15,0.52
47548,0.21,0.27
47549,0.16,0.24
47550,0.17,0.24
47551,0.24,0.87
47552,0.18,0.48
47553,0.2,0.2
47554,0.47,0.64
47555,0.15,0.3
47556,0.07,0.31
47557,0.1,0.87
47558,0.51,0.65
47559,0.73,0.77
47560,0.33,0.69
47561,0.16,0.64
47562,0.23,0.34
47563,0.06,0.11
47564,0.1,0.21
47565,0.34,0.7
47566,0.48,0.69
47567,0.31,0.54
47568,0.1,0.39
47569,0.33,0.19
47570,0.08,0.22
47571,0.52,0.7
47572,0.49,0.54
47573,0.25,0.61
47574,0.32,0.39
47575,0.2,0.56
47576,0.14,0.24
47577,0.26,0.8
47578,0.16,0.21
47579,0.22,0.54
47580,0.15,0.25
47581,0.29,0.23
47582,0.41,0.59
47583,0.19,0.18
47584,0.42,0.46
47585,0.13,0.68
47586,0.43,0.52
47587,0.75,0.72
47588,0.15,0.28
47589,0.43,0.73
47590,0.11,0.52
47591,0.14,0.19
47592,0.12,0.17
47593,0.2,0.18
47594,0.15,0.36
47595,0.4,0.28
47596,0.46,0.67
47597,0.18,0.29
47598,0.19,0.59
47599,0.14,0.2
47600,0.22,0.32
47601,0.17,0.49
47602,0.23,0.36
47603,0.27,0.33
47604,0.13,0.6
47605,0.23,0.12
47606,0.2,0.52
47607,0.05,0.12
47608,0.45,0.68
47609,0.26,0.53
47610,0.27,0.3
47611,0.21,0.68
47612,0.11,0.34
47613,0.57,0.63
47614,0.31,0.39
47615,0.63,0.86
47616,0.17,0.91
47617,0.29,0.42
47618,0.2,0.74
47619,0.15,0.35
47620,0.1,0.24
47621,0.23,0.34
47622,0.31,0.27
47623,0.12,0.84
47624,0.11,0.12
47625,0.03,0.09
47626,0.06,0.2
47627,0.58,0.68
47628,0.47,0.64
47629,0.21,0.83
47630,0.15,0.2
47631,0.1,0.26
47632,0.63,0.89
47633,0.15,0.37
47634,0.14,0.72
47635,0.17,0.25
47636,0.37,0.68
47637,0.28,0.45
47638,0.26,0.22
47639,0.12,0.16
47640,0.33,0.42
47641,0.25,0.48
47642,0.14,0.4
47643,0.32,0.39
47644,0.27,0.51
47645,0.41,0.69
47646,0.47,0.81
47647,0.23,0.55
47648,0.13,0.66
47649,0.18,0.46
47650,0.7,0.92
47651,0.09,0.15
47652,0.26,0.51
47653,0.5,0.72
47654,0.22,0.36
47655,0.14,0.36
47656,0.22,0.48
47657,0.31,0.59
47658,0.47,0.78
47659,0.18,0.71
47660,0.28,0.47
47661,0.47,0.64
47662,0.03,0.12
47663,0.18,0.81
47664,0.1,0.2
47665,0.16,0.15
47666,0.51,0.72
47667,0.16,0.52
47668,0.56,0.78
47669,0.28,0.56
47670,0.37,0.75
47671,0.33,0.62
47672,0.1,0.28
47673,0.21,0.47
47674,0.33,0.52
47675,0.19,0.56
47676,0.68,0.81
47677,0.43,0.53
47678,0.23,0.24
47679,0.49,0.53
47680,0.43,0.58
47681,0.11,0.66
47682,0.78,0.83
47683,0.06,0.09
47684,0.43,0.51
47685,0.21,0.83
47686,0.05,0.16
47687,0.54,0.63
47688,0.58,0.73
47689,0.16,0.21
47690,0.06,0.08
47691,0.4,0.39
47692,0.18,0.73
47693,0.18,0.74
47694,0.08,0.21
47695,0.09,0.78
47696,0.06,0.18
47697,0.05,0.07
47698,0.19,0.15
47699,0.58,0.61
47700,0.23,0.25
47701,0.16,0.64
47702,0.13,0.25
47703,0.12,0.32
47704,0.11,0.32
47705,0.17,0.87
47706,0.38,0.59
47707,0.25,0.33
47708,0.18,0.38
47709,0.42,0.78
47710,0.19,0.39
47711,0.15,0.35
47712,0.32,0.51
47713,0.47,0.67
47714,0.39,0.55
47715,0.23,0.83
47716,0.32,0.4
47717,0.2,0.74
47718,0.37,0.5
47719,0.12,0.46
47720,0.22,0.72
47721,0.31,0.54
47722,0.72,0.76
47723,0.15,0.55
47724,0.26,0.48
47725,0.34,0.28
47726,0.12,0.24
47727,0.29,0.67
47728,0.28,0.5
47729,0.61,0.72
47730,0.22,0.29
47731,0.13,0.19
47732,0.45,0.45
47733,0.35,0.64
47734,0.29,0.37
47735,0.17,0.5
47736,0.09,0.19
47737,0.22,0.28
47738,0.14,0.18
47739,0.53,0.65
47740,0.13,0.25
47741,0.5,0.8
47742,0.27,0.55
47743,0.23,0.45
47744,0.33,0.18
47745,0.69,0.61
47746,0.43,0.66
47747,0.56,0.69
47748,0.77,0.83
47749,0.15,0.31
47750,0.33,0.28
47751,0.66,0.79
47752,0.55,0.79
47753,0.09,0.19
47754,0.45,0.76
47755,0.27,0.68
47756,0.63,0.78
47757,0.08,0.72
47758,0.32,0.62
47759,0.2,0.25
47760,0.23,0.35
47761,0.15,0.74
47762,0.16,0.16
47763,0.35,0.77
47764,0.19,0.24
47765,0.23,0.54
47766,0.3,0.3
47767,0.2,0.67
47768,0.34,0.49
47769,0.35,0.56
47770,0.41,0.84
47771,0.1,0.17
47772,0.2,0.63
47773,0.19,0.35
47774,0.1,0.15
47775,0.07,0.24
47776,0.55,0.75
47777,0.14,0.19
47778,0.07,0.2
47779,0.12,0.44
47780,0.41,0.65
47781,0.05,0.29
47782,0.16,0.25
47783,0.38,0.49
47784,0.12,0.16
47785,0.2,0.22
47786,0.25,0.3
47787,0.16,0.23
47788,0.09,0.53
47789,0.45,0.85
47790,0.14,0.86
47791,0.44,0.64
47792,0.07,0.06
47793,0.1,0.55
47794,0.23,0.18
47795,0.26,0.51
47796,0.17,0.45
47797,0.28,0.69
47798,0.22,0.15
47799,0.16,0.3
47800,0.19,0.54
47801,0.21,0.57
47802,0.44,0.49
47803,0.18,0.32
47804,0.37,0.32
47805,0.19,0.21
47806,0.11,0.34
47807,0.54,0.64
47808,0.29,0.36
47809,0.64,0.89
47810,0.36,0.79
47811,0.51,0.61
47812,0.15,0.81
47813,0.15,0.35
47814,0.18,0.23
47815,0.29,0.41
47816,0.33,0.54
47817,0.1,0.19
47818,0.16,0.52
47819,0.49,0.33
47820,0.19,0.36
47821,0.59,0.38
47822,0.15,0.65
47823,0.22,0.32
47824,0.26,0.5
47825,0.06,0.27
47826,0.34,0.63
47827,0.62,0.6
47828,0.19,0.54
47829,0.07,0.24
47830,0.09,0.5
47831,0.11,0.25
47832,0.17,0.06
47833,0.34,0.58
47834,0.15,0.3
47835,0.17,0.32
47836,0.24,0.24
47837,0.2,0.5
47838,0.14,0.78
47839,0.14,0.53
47840,0.15,0.63
47841,0.21,0.2
47842,0.2,0.4
47843,0.29,0.38
47844,0.29,0.86
47845,0.49,0.5
47846,0.18,0.53
47847,0.52,0.82
47848,0.3,0.66
